Status_Code,Content_Type,Response_Headers_Text,Server_Tech_Text,Body_Title_Text,Response_Size,Label_Is_Valuable_Target,Scan_ID,Trace_ID,Source_Module,Response_Time_ms,Body_Snippet_Text,Error_Signatures_Text,Redirect_Location_Text,Response_Header_Raw_Ordered_Text,Response_Header_Canonical_Text,Response_Header_Semantic_Text,Response_Security_Headers_Text,Set_Cookie_Semantic_Text,Label_Source
200,,"connection: close
content-encoding: gzip
content-length: 1577
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4316,0,20260504_204711,d0c9ae32e8d84ba9baa6ae1e25037bf6,path_analyze.page.depth_1,1059.783,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Hologram Stand In $56.39 Description: Do you ever have one of those days where nothing looks right, and you just don't feel like going to the ball? Never fear, Hologram Stand In is here. There are times when you can't say no to that important invite, you need to show your face to the right people. But, we all have off days and know we won't be showing the right face if we turn up feeling like a sack of potatoes. We spend time with our customers when they are having their best days, with 360-degree hologram mapping, and typical response recordings you shall go to the ball. Our experts are on hand throughout the evening enabling them to project you into the correct settings. We will also program polite excuses to leave the room should your hologram not be able to respond appropriately to a given set of questions. With your Hologram Stand In you never need to worry about all those stressful high expectations again. You will look just as fresh and amazing at the end of the night as you do at the start. Put your best dress on, smile and we will do the rest. Full money back guarantee if your night is not a huge success*. *Judged by whether you manage to pull it off. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1577","connection: close
content-encoding: gzip
content-length: 1577
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1518
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4198,0,20260504_204711,dc601ecc639e46528b9e3a37720563b7,path_analyze.page.depth_1,1069.472,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | First Impression Costumes $99.74 Description: It is so hard when meeting people for the first time to work out if they are the good guys or the bad guys. Hey, guys, we are here to help you. With our First Impression Costumes, you can signal that you are the angel those potential dates are looking for. Our real fur feather wings and adjustable halos will have the dates falling at your feet, no more wasting time for them on someone who might be a little devil inside. And no more sitting on the sidelines for you while they make up their minds. Your evening will begin as soon as you set foot inside the doors. Everyone will want to stroke your feathers and ask you to polish your halo, the jokes will come flooding and the conversation will flow freely. Watch as all the other guys fall by the wayside, green with envy. It is important to remind our customers that purchasing our angel costume, if you really are a little devil, will be in breach of the contract you sign with us at the point of purchase. This can be punishable by law and you could be prosecuted. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1518","connection: close
content-encoding: gzip
content-length: 1518
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1583
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4284,0,20260504_204711,dfdfb5ba4fdd4729a4fb3f3d06d55d95,path_analyze.page.depth_1,1107.156,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Eye Projectors $0.81 Description: Are you one of those people who have very vivid dreams worthy of sharing with everyone you know? Do you lack the imagination to describe what you've seen? With extensive research and exhaustive trials our team of Ophthalmologists, and techy peeps, have made it possible for you to share everything that is going on inside your head. If you think laser eye surgery is advanced you haven't seen anything yet. A small implant behind the lens of your eyes links to the thalamus and cortex, transmitting images that can be projected in the blink of an eye. With sufficient training, it is even possible for you to learn to sleep with your eyes open. Then you can entertain family and friends to a unique movie night like they have never experienced before. Forget Netflix, no subscription required here. The quality of projected images works better with blue eyes, therefore, we envisage altering most eye colors in order for you to experience the best we know you deserve. The process from start to finish is probably cheaper than you will be expecting. You have nothing to lose by booking a free consultation today. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1583","connection: close
content-encoding: gzip
content-length: 1583
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1356
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,3833,0,20260504_204711,b662684de6f8454896238d58a3a21116,path_analyze.page.depth_1,1089.264,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Six Pack Beer Belt $42.21 Description: The Six Pack Beer Belt - because who wants just one beer? Say goodbye to long queues at the bar thanks to this handy belt. This beer belt is fully adjustable up to 50' waist, meaning you can change the size according to how much beer you're drinking. With its camouflage design, it's easy to sneak beer into gigs, parties and festivals. This is the perfect gift for a beer lover or just someone who hates paying for drinks at the bar! Simply strap it on and load it up with your favourite beer cans or bottles and you're off! Thanks to this sturdy design, you'll always be able to boast about having a six pack. Buy this adjustable belt today and never go thirsty again! Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1356","connection: close
content-encoding: gzip
content-length: 1356
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1264
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4913,0,20260504_204711,b937ad6f967d4e67b5dda9010521cb82,path_analyze.page.depth_1,1046.037,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back to lab home Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Accessories Refine your search: All Accessories Clothing, shoes and accessories Gifts Tech gifts Giant Pillow Thing $61.65 View details Six Pack Beer Belt $42.21 View details ZZZZZZ Bed - Your New Home Office $65.34 View details",,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1264","connection: close
content-encoding: gzip
content-length: 1264
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1267
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4928,0,20260504_204711,010d0a433c574c1f90a77e02ad38e4b9,path_analyze.page.depth_1,1080.156,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back to lab home Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Clothing, shoes and accessories Refine your search: All Accessories Clothing, shoes and accessories Gifts Tech gifts Vintage Neck Defender $54.52 View details First Impression Costumes $99.74 View details Hologram Stand In $56.39 View details",,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1267","connection: close
content-encoding: gzip
content-length: 1267
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1310
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,3707,0,20260504_204711,9d740530c26e4aaa80e0c0e0f26c2b68,path_analyze.page.depth_1,1999.148,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Giant Pillow Thing $61.65 Description: Giant Pillow Thing - Because, why not? Have you ever been sat at home or in the office and thought, I'd much rather sit in something that a team of Gurkha guides couldn't find me in? Well, look no further than this enormous, luxury pillow. It's ideal for car parks, open air fields, unused basements and big living rooms. Simply drag it in with your team of weight lifters and hide from your loved ones for days. This is the perfect product to lounge in comfort in front of the TV on, have a family reunion in, or land on after jumping out of a plane. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1310","connection: close
content-encoding: gzip
content-length: 1310
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1551
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,4218,0,20260504_204711,a9b7d2e6f6c34d05bb24d6aff946dcbb,path_analyze.page.depth_1,885.626,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Grow Your Own Spy Kit $79.94 Description: Everyone is getting wise to the nanny cams, and the old fashioned ways of listening in on other people's conversations. No-one trusts a cute looking teddy bear anymore, who knows what is hidden behind those button eyes. We have designed a foolproof system that will never catch you out with our 'Grow Your Own Spy Kit'. In the same easy way you plant a seed, or seedling, you pop the water-resistant bug beneath the surface of some fresh compost. With regular watering and a sprinkling of plant food, your bug pots will thrive until they are ready to be gifted to those you wish to spy on. No-one will suspect what you're up to, even if they have their suspicions, the only bugs they are going to find hiding amongst the leaves will be greenfly. On purchasing our 'Grow Your Own Spy Kit' you will be required to sign a Non-Disclosure Agreement, loose lips cost lives you know. Whether you are planning on just having a bit of fun with your family and friends, or you are a serious spy in the making, eavesdropping could not be any easier. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1551","connection: close
content-encoding: gzip
content-length: 1551
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"connection: close
content-encoding: gzip
content-length: 1399
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,3985,0,20260504_204711,d2f6722960ec4cc69ae732d0ddc95055,path_analyze.page.depth_1,886.243,"SQL injection vulnerability in WHERE clause allowing retrieval of hidden data SQL injection vulnerability in WHERE clause allowing retrieval of hidden data Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | Couple's Umbrella $28.85 Description: Do you love public displays of affection? Are you and your partner one of those insufferable couples that insist on making the rest of us feel nauseas? If you answered yes to one or both of these questions, you need the Couple's Umbrella. And possible therapy. Not content being several yards apart, you and your significant other can dance around in the rain fully protected from the wet weather. To add insult to the rest of the public's injury, the umbrella only has one handle so you can be sure to hold hands whilst barging children and the elderly out of your way. Available in several romantic colours, the only tough decision will be what colour you want to demonstrate your over the top love in public. Cover both you and your partner and make the rest of us look on in envy and disgust with the Couple's Umbrella. Return to list",redirect_hint,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 1399","connection: close
content-encoding: gzip
content-length: 1399
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
200,,"content-encoding: gzip
content-length: 2361
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,8334,1,20260504_205542,ebc44f9d10f34eec89e233694e72c382,recon.track_redirects,939.814,"Exploiting cross-site scripting to steal cookies Exploiting cross-site scripting to steal cookies Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | My account | Tracking Your Kids It's not Big Brother who's watching you, it's your folks! The first generation of datafied children is hitting the streets. What does this mean? Basically, we know where they are, where they've been and when they were last 'live' on... View post Meeting Up In the past arranging events, and to meet up with friends and family was easy. The first option for an event was to send out an invitation, in the post, and they would R.S.V.P, sorted. Numbers counted, an event arranged.... View post Don't Believe Everything You Read Don't believe everything you read is not only a common expression, it's also a pretty obvious one. Although, it's common and obvious because it's an old saying, an old saying rooted in print journalism and their individual biases. But now,... View post Machine Parenting It has finally happened. The progression from using TV's and tablets as a babysitter for your kids has evolved. Meet the droids, the 21st Century Machine Parenting bots who look just like mom and dad. View post The Digital Fairytale Once upon a time' View post Do You Speak English? It mega hurts me to admit this, but sometimes I have no idea what people are talking about. The language of youth and the language of the technical world leaves me completely stumped. Young people talk in abbreviations and use... View post Open Sans - I love You I never thought this could happen to me, but it has. You hear stories about people falling in love with inanimate objects and laugh at their 'weirdness', but now I fully understand what they've been going through. View post",,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
content-length: 2361","content-encoding: gzip
content-length: 2361
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,passive_trace
,,,,,0,0,20260504_205542,030fef7e563449d5b59951df4085105b,recon.response_analysis,0.0,,,,,,,,,response_analysis
200,,"connection: close
content-encoding: gzip
content-length: 2361
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",,,8334,0,20260504_205542,12163441f3184bfc89e8324b73739301,path_analyze.page.depth_0,920.527,"Exploiting cross-site scripting to steal cookies Exploiting cross-site scripting to steal cookies Back&nbsp;to&nbsp;lab&nbsp;description&nbsp; LAB Not solved Home | My account | Tracking Your Kids It's not Big Brother who's watching you, it's your folks! The first generation of datafied children is hitting the streets. What does this mean? Basically, we know where they are, where they've been and when they were last 'live' on... View post Meeting Up In the past arranging events, and to meet up with friends and family was easy. The first option for an event was to send out an invitation, in the post, and they would R.S.V.P, sorted. Numbers counted, an event arranged.... View post Don't Believe Everything You Read Don't believe everything you read is not only a common expression, it's also a pretty obvious one. Although, it's common and obvious because it's an old saying, an old saying rooted in print journalism and their individual biases. But now,... View post Machine Parenting It has finally happened. The progression from using TV's and tablets as a babysitter for your kids has evolved. Meet the droids, the 21st Century Machine Parenting bots who look just like mom and dad. View post The Digital Fairytale Once upon a time' View post Do You Speak English? It mega hurts me to admit this, but sometimes I have no idea what people are talking about. The language of youth and the language of the technical world leaves me completely stumped. Young people talk in abbreviations and use... View post Open Sans - I love You I never thought this could happen to me, but it has. You hear stories about people falling in love with inanimate objects and laugh at their 'weirdness', but now I fully understand what they've been going through. View post",,,"content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN
content-encoding: gzip
connection: close
content-length: 2361","connection: close
content-encoding: gzip
content-length: 2361
content-type: text/html; charset=utf-8
x-frame-options: SAMEORIGIN",response_content_type_html security_header_x_frame_options_present,x_frame_options,,path_crawl_page
